,Q,m,${\beta}$,${\gamma_f}$,${R_c/H_{m0}}$,${s_p}$,${s_m}$,"${s_{-1,0}}$",${G_c/H_{m0}}$,${A_c/H_{m0}}$,${B_t/H_{m0}}$,${h/H_{m0}}$,${h_t/H_{m0}}$,${cot\alpha}$
8191,0.0003594183754433,1000.0,60.0,0.47,0.7287870900572619,0.0183899614658725,0.021112574153313,0.0192430186715991,1.353461738677772,0.7287870900572619,1.353461738677772,5.674128058302967,5.361790733992713,2.0
10495,0.0003689131481289,22.021656968865194,0.0,0.47,1.4716981132075473,0.0245038206386649,0.0352855017196775,0.0296496229727845,1.509433962264151,2.0754716981132075,2.6415094339622645,3.4150943396226414,2.4528301886792456,1.4
2180,2.486996255792172e-05,1000.0,0.0,0.4,1.648696347534638,0.0429139237188415,0.0604304337381234,0.0519258476997983,0.9609544425630464,1.648696347534638,0.0,3.532920744717082,3.532920744717082,2.0
5305,2.7563916281836463e-05,50.0,0.0,0.38,1.308139534883721,0.0428973513480308,0.0617721859411643,0.0519057951311173,1.936046511627907,1.0988372093023258,0.0,3.1395348837209305,3.1395348837209305,1.3333333333333333
3649,0.0001282592511927,42.5,0.0,0.47,1.284633421731863,0.025666354732178,0.0369595508143364,0.0310562892259355,2.9531802798433637,1.225569816134996,0.7382950699608408,1.7064246051790566,0.8121245769569249,1.5
2221,0.0008479426039763,1000.0,0.0,0.4,1.7188108029321536,0.0147855652461364,0.0207015749717695,0.0178905339478251,1.0018211537090267,1.7188108029321536,0.0,3.6831660062831855,3.6831660062831855,2.0
38,0.0003227088036542,1000.0,0.0,0.46,1.1452380952380954,0.044215134046144,0.0636697930264475,0.0535003121958343,0.7142857142857142,1.311904761904762,1.3095238095238095,1.6642857142857144,1.0928571428571427,1.5
7316,2.7726570256191316e-05,1000.0,0.0,0.4,1.6816816816816818,0.0473960971183781,0.0521498452327012,0.0573492775132375,1.4414414414414414,1.1411411411411412,0.0,3.063063063063063,3.063063063063063,1.5
2487,0.0130452965466644,1000.0,0.0,1.0,0.6711409395973155,0.0442838140251121,0.0448933569463276,0.0509946874869902,0.0,0.6711409395973155,0.0,4.697986577181208,4.697986577181208,3.0
7476,0.0110192023062429,1000.0,0.0,1.0,1.1740890688259105,0.0209284373503389,0.030136949784488,0.0253234091939101,0.0,1.1740890688259105,0.0,6.747638326585695,6.747638326585695,1.19175359259421
7691,3.927242045366553e-05,1000.0,0.0,0.4,1.349527665317139,0.0305121793494969,0.0337535175084403,0.030641331287082,1.349527665317139,1.349527665317139,1.349527665317139,5.034776289837018,4.723346828609987,2.0
6616,1.859404757089588e-06,1000.0,0.0,0.47,1.9765494137353432,0.0471853493592193,0.0570752502833654,0.0487980403280707,1.4936384711488488,1.9765494137353432,0.0,11.356783919597987,11.356783919597987,1.5
7481,0.0446175110439317,1000.0,0.0,1.0,0.5386996904024766,0.0456132608917644,0.0656830956841407,0.0551920456790349,0.0,0.5386996904024766,0.0,3.095975232198142,3.095975232198142,1.19175359259421
4690,0.002677571009636,100.0,0.0,1.0,2.751894945203498,0.0083562760006006,0.0120330374408649,0.0001309279138356,0.0,2.751894945203498,0.0,1.400086901945638,1.400086901945638,4.0
4373,0.0006028612086961,1000.0,40.0,1.0,1.293103448275862,0.0373706476897802,0.0538137326732836,0.0452184837046341,0.0,1.293103448275862,0.0,6.206896551724137,6.206896551724137,4.0
4838,2.8448842783457825e-05,500.0,0.0,0.47,1.4666666666666668,0.024812285597766,0.0387691962465094,0.0300228655732969,1.3333333333333337,1.7666666666666668,1.3333333333333337,5.033333333333333,3.3666666666666667,1.5
4370,0.0040210141122406,1000.0,20.0,1.0,1.2605042016806722,0.0194413957934759,0.0279956099426054,0.0235240889101059,0.0,1.2605042016806722,0.0,6.050420168067227,6.050420168067227,4.0
10202,0.008034067905322,40.49155222686097,0.0,1.0,1.7378533839187371,0.0115028209725706,0.0218961163591532,0.0132286798224508,0.0,1.3095092399951045,0.0,2.9127401786807,2.9127401786807,2.7
9424,0.0006729056413656,30.0,0.0,0.45,1.5540540540540542,0.0356777425709496,0.0476797918800645,0.0352439746567356,1.0810810810810811,1.5540540540540542,1.2432432432432432,2.702702702702703,2.027027027027027,1.3333333333333333
10453,1.466930304220549e-05,23.30801313706344,0.0,0.4,1.9433962264150944,0.0305566337522738,0.0440015526032743,0.0369735268402513,1.509433962264151,2.509433962264151,2.6415094339622645,2.9245283018867925,1.962264150943397,1.4
7890,0.00016371365613,1000.0,25.0,0.47,1.0842368640533775,0.0229563391958159,0.0335912729415778,0.0300353790098449,1.0842368640533775,1.0842368640533775,1.0842368640533775,4.045037531276063,3.7948290241868223,2.0
7756,5.997608697052231e-05,1000.0,10.0,0.47,1.0034403669724772,0.023326262180418,0.031926245115935,0.0293418176326705,1.863532110091743,1.0034403669724772,1.863532110091743,7.8125,7.382454128440367,2.0
7156,7.78338470603665e-05,100.0,0.0,0.4,1.1139240506329116,0.0337323574085754,0.0485745946683486,0.0408161524643762,1.687763713080169,1.1139240506329116,0.8438818565400845,2.109704641350211,1.6033755274261603,1.5
4978,7.063250716321478e-05,40.0,0.0,0.4,1.0279001468428783,0.0263357197831697,0.0379234364877645,0.0318662209376354,1.879588839941263,1.0279001468428783,1.1747430249632893,1.762114537444934,0.881057268722467,2.0
4163,0.0005129426717305,100.0,0.0,1.0,2.0786516853932584,0.0191335389344476,0.0275522960656045,0.0231515821106816,0.0,2.0786516853932584,0.0,3.370786516853933,3.370786516853933,3.0
5837,2.7201946413790137e-05,65.0,17.0,0.4,1.7944968888305666,0.0129650734259288,0.0186697057333375,0.0156877388453739,1.9974449350206196,1.7944968888305666,0.0,1.741846300585337,1.741846300585337,4.0
7598,4.391745274454656e-06,1000.0,0.0,0.4,1.236749116607774,0.0267560088874498,0.0342370662050017,0.0316044582692077,2.296819787985866,1.236749116607774,2.296819787985866,9.628975265017669,9.098939929328624,2.0
10290,0.0145985221188352,50.0,0.0,1.0,1.0538116591928248,0.0384475175738882,0.0580450000743323,0.0417353434594291,0.0,1.0538116591928248,0.0,2.3542600896860986,2.3542600896860986,2.72
6581,0.0001831762134745,1000.0,0.0,0.47,1.1259118300031714,0.0487518572302123,0.0596880536088849,0.0511738070901293,1.4140535478526208,1.1259118300031714,0.0,11.473200126863302,11.473200126863302,1.5
4853,0.0006838460110193,500.0,0.0,0.47,1.0377358490566038,0.0266215887395675,0.0415962324055743,0.0322121223748767,0.9433962264150944,1.2500000000000002,0.9433962264150944,3.561320754716981,2.382075471698113,1.5
1761,0.0004096938028333,52.0,0.0,0.4,0.8641975308641976,0.0222391596839236,0.03202438994485,0.0269093832175476,0.9259259259259258,0.8641975308641976,0.0,3.08641975308642,3.08641975308642,2.0
10061,0.0002884516808636,30.786516853932586,0.0,0.4,1.004823151125402,0.0147142616611938,0.0342154435321989,0.0205722149366456,1.6077170418006432,1.004823151125402,0.0,2.4115755627009645,2.4115755627009645,4.0
1360,0.0129422907268204,1000.0,0.0,0.7936708860759494,0.8438818565400844,0.0396445058432209,0.0570880884142381,0.0479698520702973,0.0,0.6329113924050633,0.0,3.860759493670886,3.860759493670886,2.0
1995,0.0140558205146077,50.0,0.0,1.0,1.1764705882352942,0.0185532558180936,0.0267166883780548,0.0224494395398933,0.0,1.1764705882352942,0.0,1.764705882352941,1.764705882352941,2.0
6481,5.316427964294127e-05,1000.0,0.0,0.45,1.5277030661646045,0.0341157261677383,0.0520960558747422,0.0424675151424085,0.9677424945366352,1.5277030661646045,0.0,7.235072619688004,7.235072619688004,1.5
10448,7.319546216980041e-06,21.78273401620913,0.0,0.4,1.9354838709677415,0.0272576248682012,0.0392509798102097,0.0329817260905235,1.2903225806451613,2.419354838709677,2.2580645161290325,2.2258064516129035,1.4032258064516132,1.4
4982,0.0004296881693415,20.0,0.0,0.4,0.9189640768588138,0.0332753426770707,0.0479164934549819,0.0402631646392556,0.559732664995823,0.835421888053467,0.7309941520467836,1.5664160401002507,0.6265664160401002,2.0
2186,0.0014608245675104,1000.0,0.0,0.4,1.4089676848028183,0.0180370277804307,0.0269442019929891,0.0218248036143211,0.821226879142214,1.4089676848028183,0.0,3.0192164674346107,3.0192164674346107,2.0
10474,2.101278543883489e-05,23.30801313706344,0.0,0.47,2.0,0.0305566337522738,0.0440015526032743,0.0369735268402513,1.509433962264151,2.509433962264151,2.6415094339622645,2.8679245283018875,1.9056603773584917,1.4
6456,7.767238730504657e-05,1000.0,0.0,0.46,1.458398908823838,0.0349819242716206,0.0531202071320808,0.0434723011717304,0.9933114109271824,1.458398908823838,0.0,7.066414856783128,7.066414856783128,1.5
7846,8.750388702836716e-05,1000.0,25.0,0.47,0.8728179551122196,0.0433141174425105,0.0495666620396126,0.0450342281694401,1.6209476309226936,0.8728179551122196,1.6209476309226936,6.795511221945138,6.421446384039901,2.0
7376,0.0001523749062646,1000.0,0.0,0.4,1.4285714285714286,0.0185265065796653,0.0283008117174536,0.022417072961395,2.571428571428571,0.7857142857142857,0.0,4.2142857142857135,4.2142857142857135,1.5
4357,0.0011841771266144,1000.0,40.0,1.0,1.4150943396226414,0.0091094348083406,0.0131175861240105,0.0110224161180922,0.0,1.4150943396226414,0.0,6.79245283018868,6.79245283018868,4.0
882,0.0093439141251607,20.0,0.0,1.0,0.6643046944198405,0.0357424244128118,0.051469091154449,0.0432483335395023,0.0,0.6643046944198405,0.0,1.771479185119575,1.771479185119575,4.0
5352,0.0014195416885145,50.0,0.0,0.47,0.627906976744186,0.0428973513480308,0.0617721859411643,0.0519057951311173,2.72093023255814,0.627906976744186,0.0,3.1395348837209305,3.1395348837209305,1.3333333333333333
7422,1.6253477077612836e-06,1000.0,0.0,0.47,1.9286403085824493,0.0259447596662574,0.0369896328500885,0.0313931591961715,1.7357762777242045,1.0607521697203472,0.0,5.689488910318225,5.689488910318225,2.5
1425,0.0043485211089073,1000.0,0.0,0.7230769230769232,0.9615384615384616,0.0389029303730691,0.0560202197372195,0.0470725457514137,3.0769230769230766,0.576923076923077,0.0,3.519230769230769,3.519230769230769,2.0
7850,1.9247141056744773e-05,1000.0,25.0,0.47,0.9750661652040674,0.0294747369282556,0.0362658643927448,0.0334178719125883,1.8108371639504108,0.9750661652040674,1.8108371639504108,7.591586571945953,7.173701072572781,2.0
10063,2.0140731547771853e-05,80.29073977940354,0.0,0.4,0.9084302325581396,0.0302456033679945,0.0495242190345386,0.0331299951875948,1.4534883720930234,0.9084302325581396,0.0,2.1802325581395348,2.1802325581395348,4.0
7424,5.424546663020626e-05,1000.0,0.0,0.47,1.4285714285714286,0.0350266765021797,0.0484798290687609,0.0423822785676375,1.2857142857142856,0.7857142857142857,0.0,4.2142857142857135,4.2142857142857135,2.5
10294,0.0226391231367402,50.16973275598149,0.0,1.0,0.914927768860353,0.0175407109678411,0.0505882463174003,0.0269130308404073,0.0,0.914927768860353,0.0,1.5248796147672552,1.5248796147672552,2.72
10140,1.7721219523452444e-06,65.78021144570073,0.0,0.4,1.0154346060113728,0.0434543964697159,0.05779406317747,0.045250257142,1.6246953696181967,1.0154346060113728,0.0,2.4370430544272947,2.4370430544272947,4.0
1472,0.0004187182050553,1000.0,0.0,0.7,1.0810810810810811,0.0399369387279104,0.057509191768191,0.0483236958607716,2.1621621621621623,0.5405405405405406,0.0,4.945945945945946,4.945945945945946,4.0
2289,0.0001204717454902,1000.0,0.0,0.45,2.5,0.0180313884947576,0.0213368927651588,0.0218179800786567,1.4571428571428569,2.5,0.0,5.357142857142857,5.357142857142857,2.0
7551,8.462412881247857e-05,1000.0,0.0,0.4,0.94876660341556,0.052127506095348,0.059184634028167,0.0539127268807637,1.233396584440228,0.94876660341556,1.233396584440228,4.886148007590133,4.601518026565465,2.0
9999,7.71151661067725e-06,30.786516853932586,0.0,0.4,1.2376237623762376,0.0199057506488984,0.0461406809778658,0.0249557318464425,1.4144271570014146,1.2376237623762376,0.0,1.768033946251768,1.768033946251768,4.0
7188,8.154954370448592e-06,1000.0,0.0,0.4,1.3009540329575022,0.0288469700050094,0.0371451351606178,0.0349048337060614,1.5611448395490026,1.3009540329575022,0.0,4.770164787510842,4.770164787510842,1.5
7690,0.0001358163242879,1000.0,0.0,0.4,1.1970534069981584,0.0343986575039485,0.0339199067992056,0.0303852511370782,1.1970534069981584,1.1970534069981584,1.1970534069981584,4.465930018416206,4.189686924493555,2.0
7640,0.0005536672867954,1000.0,10.0,0.4,0.6603773584905661,0.0501084265383337,0.0538340698557262,0.0492584262390712,1.2264150943396228,0.6603773584905661,1.2264150943396228,5.1415094339622645,4.858490566037736,2.0
4022,0.0005328933805381,1000.0,0.0,1.0,1.2195121951219512,0.0520721787721139,0.0663075492503418,0.0630073363142578,0.0,1.2195121951219512,0.0,5.853658536585366,5.853658536585366,4.0
7578,6.511668638002225e-05,1000.0,10.0,0.4,0.9587727708533078,0.0407732406158186,0.053541289075208,0.048883933776068,1.2464046021093,0.9587727708533078,1.2464046021093,4.937679769894535,4.650047938638543,2.0
7946,2.689067984068592e-06,1000.0,25.0,0.4,1.1665888940737283,0.0318466365238881,0.0370690850593387,0.0338262743836092,1.516565562295847,1.1665888940737283,1.516565562295847,6.007932804479701,5.657956136257583,2.0
4632,2.574689339936708e-05,250.0,0.0,1.0,2.962962962962963,0.0253186587732306,0.0364588686334522,0.0249930202483221,0.0,2.962962962962963,0.0,2.6148148148148147,2.6148148148148147,2.5
8280,0.0001552824154672,1000.0,45.0,0.47,1.0491803278688523,0.0271709009116997,0.0356172217160088,0.0312475652281743,0.8524590163934427,1.0491803278688523,0.8524590163934427,2.9836065573770494,2.7868852459016398,2.0
7257,1.6008410185431794e-05,1000.0,0.0,0.4,2.395619438740588,0.0233938168547129,0.0347915182253316,0.0283065183942027,1.2320328542094454,1.163586584531143,0.0,3.6276522929500334,3.6276522929500334,1.5
2185,0.0007536296483536,1000.0,0.0,0.4,1.6503671689724182,0.015398748684719,0.0226290416115016,0.0186324859085101,0.9619282927724953,1.6503671689724182,0.0,3.5365010763694675,3.5365010763694675,2.0
1684,0.0008251651949933,52.0,0.0,0.4,0.8695652173913044,0.0279726930399352,0.0402806779775067,0.0338469585783216,0.9316770186335404,0.6211180124223603,0.0,3.1055900621118013,3.1055900621118013,2.0
7282,2.108351513469409e-05,1000.0,0.0,0.4,2.1970233876683203,0.0225932071060917,0.0331947946462321,0.0273377805983709,1.2756909992912826,0.9213323883770376,0.0,4.039688164422395,4.039688164422395,1.5
3815,0.000169801237511,200.0,0.0,0.38,1.2077294685990336,0.0314609492865908,0.0453037669726908,0.0380677486367749,1.918158567774936,1.2077294685990336,1.4919011082693947,1.918158567774936,1.349815288434214,1.5
7740,6.505842963308354e-06,1000.0,0.0,0.47,1.3671875,0.0338268189590818,0.0427631927359484,0.0392973910511895,2.5390625,1.3671875,2.5390625,10.64453125,10.05859375,2.0
2203,0.0019618320343426,1000.0,0.0,0.45,1.725175415836282,0.0261297899466311,0.0309198887389891,0.0316170458354236,1.0055308138017187,1.725175415836282,0.0,3.696804462506319,3.696804462506319,2.0
4377,0.0002463237704079,1000.0,40.0,1.0,1.1363636363636362,0.0419283819948443,0.0603768700725759,0.0507333422137617,0.0,1.1363636363636362,0.0,5.454545454545454,5.454545454545454,4.0
6424,0.005267452903219,1000.0,0.0,0.44,0.7597173144876325,0.0238650590675596,0.0344367741989011,0.0271552111102732,0.7881219272778475,0.7597173144876325,0.0,6.42226148409894,6.42226148409894,1.5
7660,0.0001326701373278,1000.0,10.0,0.4,1.2149532710280375,0.0219742084606744,0.0336076560437798,0.0301364405232127,1.2149532710280375,1.2149532710280375,1.2149532710280375,4.532710280373832,4.252336448598131,2.0
6501,0.0009987663858301,1000.0,0.0,0.4,1.0164776374919753,0.0343029130461197,0.0517988012416776,0.0423421521537232,0.9649934203684007,1.0164776374919753,0.0,7.313289107639632,7.313289107639632,1.5
5325,4.823685349321382e-05,50.0,0.0,0.4,1.36046511627907,0.0428973513480308,0.0617721859411643,0.0519057951311173,2.72093023255814,0.627906976744186,0.0,3.1395348837209305,3.1395348837209305,1.3333333333333333
4372,0.0026938201143671,1000.0,40.0,1.0,1.271186440677966,0.0198757554950285,0.0286210879128411,0.0240496641489845,0.0,1.271186440677966,0.0,6.101694915254237,6.101694915254237,4.0
2474,0.0922381079898684,1000.0,0.0,1.0,0.0,0.0144368600320982,0.0168159997610008,0.0174686006388389,0.0,0.0,0.0,6.25,6.25,4.0
7229,6.615830158732876e-06,1000.0,0.0,0.4,1.9867549668874167,0.0537298097963595,0.0605927841700664,0.0650130698535951,1.4900662251655628,1.2417218543046358,0.0,4.552980132450331,4.552980132450331,1.5
8013,5.608750774987878e-05,1000.0,45.0,0.4,0.8210180623973728,0.0175095421809075,0.0213312459898274,0.0196274598069596,1.5247478301665494,0.8210180623973728,1.5247478301665494,6.392212057236688,6.0403471733521,2.0
7190,0.0002644441329016,1000.0,0.0,0.4,1.0948905109489049,0.0342761048628473,0.0441360235646543,0.0414740868840453,1.313868613138686,1.0948905109489049,0.0,4.014598540145985,4.014598540145985,1.5
5891,1.0518054634180654e-06,65.0,7.0,0.4,2.004559586906445,0.019997987085317,0.0287971014028565,0.0241975643732336,2.181709096363364,2.004559586906445,0.0,1.85815895577766,1.85815895577766,4.0
7822,6.638094400091183e-06,1000.0,10.0,0.47,1.7515051997810618,0.0431830638139319,0.051681624552371,0.0472312113309592,1.4230979748221129,1.7515051997810618,1.4230979748221129,4.980842911877395,4.652435686918445,2.0
7585,0.0001361410466533,1000.0,10.0,0.4,1.0263779123473262,0.0325785224231383,0.0373255756031405,0.0335901429330206,1.334291286051524,1.0263779123473262,1.334291286051524,5.28584624858873,4.977932874884532,2.0
10157,1.509754000687492e-06,65.78021144570073,0.0,0.4,1.011326860841424,0.0436308968615507,0.0609143520649964,0.0450238142041803,1.6181229773462784,1.011326860841424,0.0,2.4271844660194173,2.4271844660194173,4.0
4550,0.0004047554801227,100.0,0.0,1.0,2.857142857142857,0.0001910987092452,0.0257593484187245,0.0017098890533281,0.0,2.857142857142857,0.0,1.6785714285714286,1.6785714285714286,4.0
2359,1.777369856263917e-05,1000.0,0.0,0.4,1.9444444444444444,0.0363867579224404,0.0512390239117601,0.0440279770861529,1.1333333333333333,1.9444444444444444,0.0,4.166666666666667,4.166666666666667,2.0
7557,0.0003649830830521,1000.0,0.0,0.4,0.8136696501220505,0.043383796312982,0.0525411904105001,0.0476712443697506,1.0577705451586656,0.8136696501220505,1.0577705451586656,4.19039869812856,3.946297803091945,2.0
6698,0.0004962165592414,1000.0,0.0,0.5,1.065426170468187,0.051519564951179,0.062331825256792,0.0534993395369985,1.3380884863083171,1.065426170468187,0.0,10.819327731092436,10.819327731092436,1.5
5290,8.958272791596852e-05,50.0,0.0,0.38,1.308139534883721,0.0428973513480308,0.0617721859411643,0.0519057951311173,1.936046511627907,1.0988372093023258,0.0,3.1395348837209305,3.1395348837209305,2.0
5132,4.13458744227547e-05,50.0,0.0,0.4,1.622093023255814,0.0428973513480308,0.0617721859411643,0.0519057951311173,1.1511627906976745,0.627906976744186,0.0,3.1395348837209305,3.1395348837209305,2.0
5863,1.5129043874129422e-05,65.0,12.0,0.4,1.83603877216401,0.0207453987235096,0.0298733741618538,0.0251019324554466,2.1052631578947367,1.83603877216401,0.0,1.891287045661341,1.891287045661341,4.0
2059,0.0049624862209734,50.0,0.0,1.0,1.5570260801868432,0.0160487794661751,0.0231102424312921,0.0194190231540718,0.0,1.5570260801868432,0.0,2.3355391202802647,2.3355391202802647,4.0
7760,3.566241362338193e-06,1000.0,10.0,0.47,1.4525835235526046,0.0318381719851202,0.041117897544075,0.0373789184634207,2.6976551151691224,1.4525835235526046,2.6976551151691224,11.309400290516706,10.686864494708448,2.0
4226,1.998383930433144e-05,1000.0,0.0,1.0,1.8604651162790695,0.0433852793833822,0.0624748023120705,0.0524961880538925,0.0,1.8604651162790695,0.0,5.581395348837209,5.581395348837209,4.0
10146,7.239328861830753e-06,45.65290508860287,0.0,0.4,1.2792397660818713,0.0161809565534672,0.0406025553238032,0.0220146182220236,1.4619883040935673,1.2792397660818713,0.0,1.827485380116959,1.827485380116959,4.0
7116,3.497778957831582e-06,100.0,0.0,0.4,1.474860335195531,0.0426008159938181,0.061345175031098,0.0515469873525199,2.23463687150838,1.474860335195531,1.11731843575419,2.793296089385475,2.122905027932961,2.0
10047,0.0009387748458784,30.786516853932586,0.0,0.4,1.0629251700680271,0.0139099451073665,0.024735877423104,0.0147992597262869,1.7006802721088436,1.0629251700680271,0.0,2.5510204081632653,2.5510204081632653,4.0
7610,0.000322626691523,1000.0,0.0,0.4,0.7145773785218457,0.0484479174297941,0.0594865456244687,0.0542928586522014,1.3270722743977132,0.7145773785218457,1.3270722743977132,5.563495304205798,5.257247856267864,2.0
1436,0.0150612528291275,1000.0,0.0,0.9603773584905662,0.5660377358490566,0.0402911027632422,0.0580191879790687,0.048752234343523,0.0,0.3773584905660377,0.0,3.452830188679245,3.452830188679245,4.0
3938,0.0002272844061421,1000.0,0.0,1.0,2.6584158415841586,0.0260778101037428,0.039483195610716,0.0315541502255288,0.0,2.6584158415841586,0.0,4.950495049504951,4.950495049504951,2.0
8187,0.0001423193857641,1000.0,60.0,0.47,0.603448275862069,0.0453470365430006,0.0548356365891199,0.0495913595412369,1.1206896551724137,0.603448275862069,1.1206896551724137,4.698275862068965,4.439655172413793,2.0
7853,0.0002528544042511,1000.0,25.0,0.47,0.7492240179813765,0.0347110505182789,0.0378125466337834,0.0342919020532737,1.391416033393985,0.7492240179813765,1.391416033393985,5.83324413999786,5.512148132291555,2.0
4731,0.0005291014252675,1000.0,0.0,1.0,2.161290322580645,0.0363558137801642,0.0492275746259678,0.0439905346739987,0.0,2.161290322580645,0.0,5.376344086021505,5.376344086021505,3.0
7997,6.422225590104604e-05,1000.0,45.0,0.4,0.764108721755267,0.0323384017919632,0.0327749107143798,0.0300219848388328,1.4190590546883528,0.764108721755267,1.4190590546883528,5.949132190808864,5.621657024342321,2.0
4544,0.000169977979266,100.0,0.0,1.0,2.739726027397261,0.0133159442704111,0.0256328550859247,0.0173735171371436,0.0,2.739726027397261,0.0,2.4178082191780823,2.4178082191780823,4.0
4253,0.0001259215785523,1000.0,40.0,1.0,1.83206106870229,0.0218408740252778,0.0314508585964,0.0264274575705861,0.0,1.83206106870229,0.0,5.49618320610687,5.49618320610687,4.0
5314,0.0004341316814389,50.0,0.0,0.4,0.9418604651162792,0.0428973513480308,0.0617721859411643,0.0519057951311173,2.72093023255814,0.7848837209302326,0.0,3.1395348837209305,3.1395348837209305,2.0
4714,3.4338985710306024e-05,1000.0,0.0,1.0,3.219178082191781,0.0351956109145855,0.0498221634817849,0.0425866892066484,0.0,3.219178082191781,0.0,3.424657534246576,3.424657534246576,3.0
6673,1.1874481887920826e-05,1000.0,0.0,0.47,1.891631933311959,0.0335051027915265,0.0466649824748844,0.0378804687224822,1.2554333233294237,1.891631933311959,0.0,10.868868226995833,10.868868226995833,1.5
10289,0.0151259631427488,49.115770311881626,0.0,1.0,1.2704419516150829,0.0261185279837066,0.0509529677940629,0.0347374714419253,0.0,1.2704419516150829,0.0,2.8382213812677386,2.8382213812677386,2.72
1190,0.0002478253279221,20.0,0.0,1.0,1.9936204146730463,0.0341448272852307,0.0491685512907322,0.0413152410151292,0.0,1.9936204146730463,15.94896331738437,3.189792663476874,1.594896331738437,2.0
7921,1.9269316537257805e-05,1000.0,25.0,0.4,0.7349853002939941,0.0514368646536746,0.0594444559979403,0.0540855454894031,1.364972700545989,0.7349853002939941,1.364972700545989,5.722385552288954,5.407391852162957,2.0
6577,0.000638189900927,1000.0,0.0,0.47,1.2575935201960993,0.0344387152912199,0.0523930445123632,0.0424383660550142,0.9503380233143588,1.2575935201960993,0.0,7.209847596717468,7.209847596717468,1.5
6510,2.6254949940841425e-05,1000.0,0.0,0.4,1.2233622730860298,0.0400561726218633,0.0515919634341792,0.0442272497061695,1.779563635904316,1.2233622730860298,0.0,14.137726913970006,14.137726913970006,1.5
5373,0.0004754775558616,50.0,0.0,0.38,0.7848837209302326,0.0428973513480308,0.0617721859411643,0.0519057951311173,2.72093023255814,0.7848837209302326,0.0,3.1395348837209305,3.1395348837209305,2.0
10024,0.0012378047329799,30.786516853932586,0.0,0.4,0.8457374830852504,0.0144445948298609,0.0391493457168461,0.020593764070196,1.353179972936401,0.8457374830852504,0.0,2.029769959404601,2.029769959404601,4.0
2109,0.0010805113173646,20.0,0.0,1.0,1.3127666557269444,0.0290437207494528,0.041822957879212,0.0351429021068379,0.0,1.3127666557269444,0.0,1.9691499835904165,1.9691499835904165,4.0
1014,0.0083269923532659,20.0,0.0,1.0,1.2147716229348884,0.034952483280535,0.0503315759239705,0.0422925047694474,0.0,1.2147716229348884,0.0,1.9436345966958213,1.9436345966958213,2.0
5839,2.113732799953609e-05,65.0,17.0,0.4,1.7771008347439372,0.012910312018532,0.0185908493066861,0.0156214775424237,2.005917456496665,1.7771008347439372,0.0,1.7742810341259316,1.7742810341259316,4.0
873,0.0017278760792946,20.0,0.0,1.0,2.4732069249793898,0.0358998182376492,0.0516957382622148,0.0434387800675555,0.0,2.4732069249793898,0.0,3.2976092333058533,3.2976092333058533,2.0
1103,0.0036894864098565,20.0,0.0,1.0,0.7019185774450164,0.0338270863464034,0.0487110043388209,0.0409307744791481,0.0,0.7019185774450164,0.0,1.8717828731867103,1.8717828731867103,4.0
6585,2.3159794108792517e-05,1000.0,0.0,0.47,1.3058672061798784,0.0239825909512783,0.0366545812040731,0.0292563870430847,1.640062842147991,1.3058672061798784,0.0,13.306970755931578,13.306970755931578,1.5
3654,2.2025643798176004e-05,42.5,0.0,0.47,1.8050092117711491,0.0182668636192877,0.0263042836117744,0.0221029049793382,3.4440405649886308,2.178459393516905,2.593404039901077,2.440956985033848,1.6079105047386677,1.5
4232,2.045775215189633e-05,1000.0,20.0,1.0,1.889763779527559,0.0366388678257372,0.0527599696690615,0.044333030069142,0.0,1.889763779527559,0.0,5.669291338582677,5.669291338582677,4.0
3945,0.0004645349508549,1000.0,0.0,1.0,2.130681818181818,0.03753618401028,0.0457487571553284,0.0454187826524388,0.0,2.130681818181818,0.0,3.5511363636363638,3.5511363636363638,2.0
5200,8.958272791596852e-05,50.0,0.0,0.38,1.308139534883721,0.0428973513480308,0.0617721859411643,0.0519057951311173,1.1511627906976745,1.0988372093023258,0.0,3.1395348837209305,3.1395348837209305,2.0
1978,0.0097726720039963,50.0,0.0,1.0,1.317089232795522,0.0200420486852842,0.0288605501068092,0.0242508789091939,0.0,1.317089232795522,0.0,1.975633849193283,1.975633849193283,2.0
1597,0.009555408674516,52.0,0.0,1.0,1.2345679012345678,0.0222391596839236,0.03202438994485,0.0269093832175476,0.0,1.2345679012345678,0.0,3.08641975308642,3.08641975308642,2.0
9437,0.007184924311097,30.0,0.0,0.45,1.5730337078651688,0.0105970058934103,0.037655842318558,0.014438371880253,0.8988764044943821,1.5730337078651688,1.0337078651685394,1.9662921348314608,1.404494382022472,1.3333333333333333
4647,0.0007876298859636,100.0,0.0,1.0,2.5641025641025643,0.0089780780257028,0.012928432357012,0.0003928310383748,0.0,2.5641025641025643,0.0,1.2820512820512822,1.2820512820512822,3.0
8271,1.5177930975741363e-05,1000.0,45.0,0.47,1.231716705157814,0.0434358007057956,0.051992291756922,0.0471053299502845,1.0007698229407238,1.231716705157814,1.0007698229407238,3.502694380292533,3.271747498075443,2.0
9399,0.0003698132395061,30.0,0.0,0.45,1.8181818181818183,0.03494725093188,0.0496127564157427,0.0329563704200401,1.038961038961039,1.8181818181818183,1.1948051948051948,2.2727272727272725,1.6233766233766234,1.3333333333333333
